id,latitude,longitude,date_time
1, 39.919896384773324, 116.51188265186286, 2008-02-03T02:36:07.999
1, 39.921188129213185, 116.51175729584152, 2008-02-03T02:36:08
1, 39.92153718892195, 116.51175096284787, 2008-02-03T02:36:07.999
1, 39.92188289586938, 116.5117971564486, 2008-02-03T02:36:07.998
1, 39.92200825189072, 116.51168893676301, 2008-02-03T02:36:07.997
1, 39.92323163725209, 116.5114603901981, 2008-02-03T02:36:07.996
1, 39.92382228204211, 116.51139855037775, 2008-02-03T02:36:07.995
1, 39.92454722355039, 116.51137731622258, 2008-02-03T02:36:07.994
1, 39.93007052533486, 116.51140693228112, 2008-02-03T02:36:07.993
1, 39.93732403823712, 116.51144567530108, 2008-02-03T02:36:07.992
1, 39.93913862718207, 116.51140208940362, 2008-02-03T02:36:07.991
1, 39.93924330784179, 116.51139985422938, 2008-02-03T02:36:07.990
1, 39.939193761479714, 116.51122849087183, 2008-02-03T02:41:07.995
1, 39.93908461047153, 116.5112292359299, 2008-02-03T02:46:08
1, 39.93732273438549, 116.51124897996893, 2008-02-03T02:46:07.999
1, 39.933521820609016, 116.51125438163999, 2008-02-03T02:46:07.998
1, 39.93007294677361, 116.51125922451747, 2008-02-03T02:46:07.997
1, 39.92731697694921, 116.51124152938816, 2008-02-03T02:46:07.996
1, 39.9245541153376, 116.51122383425886, 2008-02-03T02:46:07.995
1, 39.92381948807432, 116.51123035351702, 2008-02-03T02:46:07.994
1, 39.923217108619596, 116.51129535983418, 2008-02-03T02:46:07.993
1, 39.92209710006633, 116.51138942341632, 2008-02-03T02:46:07.992
1, 39.92188289586938, 116.5117971564486, 2008-02-03T02:46:07.991
1, 39.92153718892195, 116.51175096284787, 2008-02-03T02:46:07.990
1, 39.921188129213185, 116.51175729584152, 2008-02-03T02:46:07.989
1, 39.919896384773324, 116.51188265186286, 2008-02-03T02:46:07.988
1, 39.91910606441884, 116.51197615665144, 2008-02-03T02:46:07.987
1, 39.91889819321554, 116.51200372380026, 2008-02-03T02:46:07.986
1, 39.91786014105067, 116.51220693839059, 2008-02-03T02:46:07.985
1, 39.915516374607, 116.51251725507939, 2008-02-03T02:46:07.984
1, 39.915404057101995, 116.51245262129126, 2008-02-03T02:46:07.983
1, 39.915318561687734, 116.51239040894188, 2008-02-03T02:46:07.982
1, 39.915641358099315, 116.51518195528944, 2008-02-03T02:46:07.981
1, 39.915554745097936, 116.51520337570913, 2008-02-03T02:46:07.980
1, 39.91311821892377, 116.51574447413708, 2008-02-03T02:46:07.979
1, 39.91270191772361, 116.51587690821015, 2008-02-03T02:46:07.978
1, 39.912266990071544, 116.51598196139891, 2008-02-03T02:51:07.989
1, 39.91039819815155, 116.51631444356548, 2008-02-03T02:56:08
1, 39.907634591481866, 116.51680636816039, 2008-02-03T02:56:07.999
1, 39.906894562547535, 116.51322804048422, 2008-02-03T02:56:07.998
1, 39.906828624907774, 116.51272344990201, 2008-02-03T02:56:07.997
1, 39.90680143028799, 116.51222873133932, 2008-02-03T02:56:07.996
1, 39.90678727418454, 116.5109500254158, 2008-02-03T02:56:07.995
1, 39.906871465747166, 116.50981139041062, 2008-02-03T02:56:07.994
1, 39.90691970825761, 116.5051482581753, 2008-02-03T02:56:07.993
1, 39.90693628579981, 116.50354191296269, 2008-02-03T02:56:07.992
1, 39.90696757823901, 116.5005216337857, 2008-02-03T02:56:07.991
1, 39.906981734342466, 116.49841311942964, 2008-02-03T02:56:07.990
1, 39.90699253768457, 116.49824548136246, 2008-02-03T02:56:07.989
1, 39.90687966138601, 116.49760696659104, 2008-02-03T02:56:07.988
1, 39.90691356152848, 116.49406849952196, 2008-02-03T02:56:07.987
1, 39.906880220179566, 116.49118754620524, 2008-02-03T02:56:07.986
1, 39.90689474881205, 116.4888400544712, 2008-02-03T02:56:07.985
1, 39.906948765522586, 116.48378818818453, 2008-02-03T02:56:07.984
1, 39.90696273536152, 116.48247874861535, 2008-02-03T02:56:07.983
1, 39.90698359698766, 116.47988706409679, 2008-02-03T02:56:07.982
1, 39.90698937118775, 116.47880337712475, 2008-02-03T02:56:07.981
1, 39.90698415578121, 116.47835298951759, 2008-02-03T02:56:07.980
1, 39.906983410723136, 116.4771623867116, 2008-02-03T02:56:07.979
1, 39.907136892686864, 116.47555976678937, 2008-02-03T02:56:07.978
1, 39.90713652015783, 116.47536567916049, 2008-02-03T02:56:07.977
1, 39.90714862735157, 116.47253632111556, 2008-02-03T02:56:07.976
1, 39.90715123505483, 116.47187973868579, 2008-02-03T02:56:07.975
1, 39.90974366463148, 116.47191214871211, 2008-02-03T02:56:07.974
1, 39.91037752278993, 116.4719199718219, 2008-02-03T02:56:07.973
1, 39.9122997726269, 116.47194399994487, 2008-02-03T02:56:07.972
1, 39.91238396418953, 116.47194344115131, 2008-02-03T03:06:08
1, 39.91418644594073, 116.47191494267989, 2008-02-03T03:06:07.999
1, 39.914280882051905, 116.47191531520893, 2008-02-03T03:06:07.998
1, 39.91435743676925, 116.47191568773796, 2008-02-03T03:06:07.997
1, 39.91445708828696, 116.47191755038315, 2008-02-03T03:06:07.996
1, 39.9209608864999, 116.47208611977292, 2008-02-03T03:06:07.995
